"patch" "rep" "nut" "loss" "ampl"
"1910" 2 3 15 0.701 "21.365359244"
"1911" 1 3 15 0.751 "3.07262124"
"1912" 2 3 15 0.751 "27.689252212"
"1913" 1 3 15 0.801 "4.28264416"
"1914" 2 3 15 0.801 "53.70505518"
"1915" 1 3 15 0.851 "2.28969164"
"1916" 2 3 15 0.851 "54.32200644"
"1917" 1 3 15 0.901 "0.70756232"
"1918" 2 3 15 0.901 "48.564763392"
"1919" 1 3 15 0.951 "0"
"1920" 2 3 15 0.951 "0"
"1921" 1 3 14 0.001 "11.6274591818182"
"1922" 2 3 14 0.001 "12.4277795"
"1923" 1 3 14 0.051 "4.15715224"
"1924" 2 3 14 0.051 "4.48851844"
"1925" 1 3 14 0.101 "1.04906404"
"1926" 2 3 14 0.101 "1.14946024"
"1927" 1 3 14 0.151 "4.27762096"
"1928" 2 3 14 0.151 "4.75813372"
"1929" 1 3 14 0.201 "4.83598512"
"1930" 2 3 14 0.201 "5.45175924"
"1931" 1 3 14 0.251 "8.20220296"
"1932" 2 3 14 0.251 "9.42246816"
"1933" 1 3 14 0.301 "9.90179636"
"1934" 2 3 14 0.301 "11.634995"
"1935" 1 3 14 0.351 "12.18733744"
"1936" 2 3 14 0.351 "14.83264496"
"1937" 1 3 14 0.401 "13.365091676"
"1938" 2 3 14 0.401 "16.9826602"
"1939" 1 3 14 0.451 "14.47957156"
"1940" 2 3 14 0.451 "19.66360692"
"1941" 1 3 14 0.501 "15.141065736"
"1942" 2 3 14 0.501 "22.795537736"
"1943" 1 3 14 0.551 "14.47970886"
"1944" 2 3 14 0.551 "24.69484986"
"1945" 1 3 14 0.601 "12.634696236"
"1946" 2 3 14 0.601 "24.585100596"
"1947" 1 3 14 0.651 "10.116363612"
"1948" 2 3 14 0.651 "23.403067656"
"1949" 1 3 14 0.701 "7.10317964"
"1950" 2 3 14 0.701 "22.450666152"
"1951" 1 3 14 0.751 "1.76389068"
"1952" 2 3 14 0.751 "26.059785196"
"1953" 1 3 14 0.801 "3.78380456"
"1954" 2 3 14 0.801 "48.93994274"
"1955" 1 3 14 0.851 "4.38875056"
"1956" 2 3 14 0.851 "55.213212068"
"1957" 1 3 14 0.901 "0.76864052"
"1958" 2 3 14 0.901 "49.3248909"
"1959" 1 3 14 0.951 "0"
"1960" 2 3 14 0.951 "0"
"1961" 1 3 13 0.001 "17.7011964555556"
"1962" 2 3 13 0.001 "18.8435288"
"1963" 1 3 13 0.051 "27.5658378222222"
"1964" 2 3 13 0.051 "32.9821658777778"
"1965" 1 3 13 0.101 "28.230526625"
"1966" 2 3 13 0.101 "33.9552521818182"
"1967" 1 3 13 0.151 "26.999617052"
"1968" 2 3 13 0.151 "32.932599852"
"1969" 1 3 13 0.201 "25.858815128"
"1970" 2 3 13 0.201 "31.954462404"
"1971" 1 3 13 0.251 "24.835937896"
"1972" 2 3 13 0.251 "31.13928764"
"1973" 1 3 13 0.301 "23.940329612"
"1974" 2 3 13 0.301 "30.588024252"
"1975" 1 3 13 0.351 "23.16994826"
"1976" 2 3 13 0.351 "30.425021768"
"1977" 1 3 13 0.401 "22.460206512"
"1978" 2 3 13 0.401 "30.732578716"
"1979" 1 3 13 0.451 "21.640873072"
"1980" 2 3 13 0.451 "31.461000292"
"1981" 1 3 13 0.501 "20.455007396"
"1982" 2 3 13 0.501 "32.14359118"
"1983" 1 3 13 0.551 "18.612317836"
"1984" 2 3 13 0.551 "31.743973872"
"1985" 1 3 13 0.601 "15.844151932"
"1986" 2 3 13 0.601 "29.457779928"
"1987" 1 3 13 0.651 "12.414733196"
"1988" 2 3 13 0.651 "26.160156056"
"1989" 1 3 13 0.701 "8.55520684"
"1990" 2 3 13 0.701 "23.280210076"
"1991" 1 3 13 0.751 "3.9284032"
"1992" 2 3 13 0.751 "24.739914152"
"1993" 1 3 13 0.801 "3.05352216"
"1994" 2 3 13 0.801 "46.01040108"
"1995" 1 3 13 0.851 "7.95224416"
"1996" 2 3 13 0.851 "56.413775712"
"1997" 1 3 13 0.901 "0.81301652"
"1998" 2 3 13 0.901 "49.832614988"
"1999" 1 3 13 0.951 "9.999999992516e-07"
"2000" 2 3 13 0.951 "0"
"2001" 1 3 12 0.001 "NA"
"2002" 2 3 12 0.001 "NA"
"2003" 1 3 12 0.051 "33.527316625"
"2004" 2 3 12 0.051 "42.726969175"
"2005" 1 3 12 0.101 "35.457673525"
"2006" 2 3 12 0.101 "55.9886485375"
"2007" 1 3 12 0.151 "32.1094166909091"
"2008" 2 3 12 0.151 "49.4204752727273"
"2009" 1 3 12 0.201 "30.396000256"
"2010" 2 3 12 0.201 "40.139612892"
"2011" 1 3 12 0.251 "29.35921798"
"2012" 2 3 12 0.251 "39.337996724"
"2013" 1 3 12 0.301 "28.35410608"
"2014" 2 3 12 0.301 "38.660183604"
"2015" 1 3 12 0.351 "27.335634752"
"2016" 2 3 12 0.351 "38.231013696"
"2017" 1 3 12 0.401 "26.246851264"
"2018" 2 3 12 0.401 "38.152447848"
"2019" 1 3 12 0.451 "25.042617896"
"2020" 2 3 12 0.451 "38.291105528"
"2021" 1 3 12 0.501 "23.728762996"
"2022" 2 3 12 0.501 "38.21274392"
"2023" 1 3 12 0.551 "22.119903316"
"2024" 2 3 12 0.551 "37.448540136"
"2025" 1 3 12 0.601 "19.195218796"
"2026" 2 3 12 0.601 "34.226530432"
"2027" 1 3 12 0.651 "14.914018744"
"2028" 2 3 12 0.651 "28.794049988"
"2029" 1 3 12 0.701 "10.14346584"
"2030" 2 3 12 0.701 "24.007777992"
"2031" 1 3 12 0.751 "4.51394456"
"2032" 2 3 12 0.751 "23.6563289"
"2033" 1 3 12 0.801 "2.64700844"
"2034" 2 3 12 0.801 "44.037449124"
"2035" 1 3 12 0.851 "8.45275932"
"2036" 2 3 12 0.851 "56.220435596"
"2037" 1 3 12 0.901 "0.83890444"
"2038" 2 3 12 0.901 "50.189792272"
"2039" 1 3 12 0.951 "1.47190272"
"2040" 2 3 12 0.951 "0.0056898888"
"2041" 1 3 11 0.001 "NA"
"2042" 2 3 11 0.001 "NA"
"2043" 1 3 11 0.051 "NA"
"2044" 2 3 11 0.051 "NA"
"2045" 1 3 11 0.101 "38.8915106"
"2046" 2 3 11 0.101 "61.5090580571429"
"2047" 1 3 11 0.151 "36.75061493"
"2048" 2 3 11 0.151 "60.64140778"
"2049" 1 3 11 0.201 "34.794583025"
"2050" 2 3 11 0.201 "59.5809642083333"
"2051" 1 3 11 0.251 "31.88925654"
"2052" 2 3 11 0.251 "47.40143484"
"2053" 1 3 11 0.301 "30.82104656"
"2054" 2 3 11 0.301 "47.464910912"
"2055" 1 3 11 0.351 "29.697129288"
"2056" 2 3 11 0.351 "47.981096136"
"2057" 1 3 11 0.401 "28.430740428"
"2058" 2 3 11 0.401 "48.531098356"
"2059" 1 3 11 0.451 "27.144126112"
"2060" 2 3 11 0.451 "46.71773882"
"2061" 1 3 11 0.501 "26.132581248"
"2062" 2 3 11 0.501 "43.971828288"
"2063" 1 3 11 0.551 "24.91690946"
"2064" 2 3 11 0.551 "42.304055824"
"2065" 1 3 11 0.601 "22.7927413"
"2066" 2 3 11 0.601 "39.446623072"
"2067" 1 3 11 0.651 "17.972034048"
"2068" 2 3 11 0.651 "31.875620692"
"2069" 1 3 11 0.701 "11.82093456"
"2070" 2 3 11 0.701 "24.771551116"
"2071" 1 3 11 0.751 "4.98658464"
"2072" 2 3 11 0.751 "22.761501056"
"2073" 1 3 11 0.801 "2.40655652"
"2074" 2 3 11 0.801 "42.59007958"
"2075" 1 3 11 0.851 "8.23970784"
"2076" 2 3 11 0.851 "55.6908458"
"2077" 1 3 11 0.901 "11.13748876"
"2078" 2 3 11 0.901 "50.409642128"
"2079" 1 3 11 0.951 "15.274619064"
"2080" 2 3 11 0.951 "0.0606751936"
"2081" 1 3 10 0.001 "NA"
"2082" 2 3 10 0.001 "NA"
"2083" 1 3 10 0.051 "NA"
"2084" 2 3 10 0.051 "NA"
"2085" 1 3 10 0.101 "NA"
"2086" 2 3 10 0.101 "NA"
"2087" 1 3 10 0.151 "38.77183124"
"2088" 2 3 10 0.151 "61.57049874"
"2089" 1 3 10 0.201 "37.0352304818182"
"2090" 2 3 10 0.201 "61.1407731272727"
"2091" 1 3 10 0.251 "35.433770532"
"2092" 2 3 10 0.251 "60.754256968"
"2093" 1 3 10 0.301 "33.943155176"
"2094" 2 3 10 0.301 "60.334880668"
"2095" 1 3 10 0.351 "32.562492948"
"2096" 2 3 10 0.351 "58.795849804"
"2097" 1 3 10 0.401 "31.189698664"
"2098" 2 3 10 0.401 "59.070422236"
"2099" 1 3 10 0.451 "29.511671036"
"2100" 2 3 10 0.451 "59.109515948"
"2101" 1 3 10 0.501 "27.624685964"
"2102" 2 3 10 0.501 "54.322301736"
"2103" 1 3 10 0.551 "27.301175572"
"2104" 2 3 10 0.551 "47.068050704"
"2105" 1 3 10 0.601 "26.055516976"
"2106" 2 3 10 0.601 "44.23025542"
"2107" 1 3 10 0.651 "21.89406518"
"2108" 2 3 10 0.651 "36.07139618"
"2109" 1 3 10 0.701 "13.5965844"
"2110" 2 3 10 0.701 "25.681192996"
"2111" 1 3 10 0.751 "5.37022456"
"2112" 2 3 10 0.751 "22.017823896"
"2113" 1 3 10 0.801 "2.25536416"
"2114" 2 3 10 0.801 "41.485944328"
"2115" 1 3 10 0.851 "12.2055499"
"2116" 2 3 10 0.851 "55.788696136"
"2117" 1 3 10 0.901 "17.044386784"
"2118" 2 3 10 0.901 "50.7380882524"
"2119" 1 3 10 0.951 "NA"
"2120" 2 3 10 0.951 "NA"
"2121" 1 3 9 0.001 "0"
"2122" 2 3 9 0.001 "0"
"2123" 1 3 9 0.051 "NA"
"2124" 2 3 9 0.051 "NA"
"2125" 1 3 9 0.101 "NA"
"2126" 2 3 9 0.101 "NA"
"2127" 1 3 9 0.151 "40.6208538"
"2128" 2 3 9 0.151 "61.3158702888889"
"2129" 1 3 9 0.201 "39.0439588181818"
"2130" 2 3 9 0.201 "60.9479683545455"
"2131" 1 3 9 0.251 "37.558741008"
"2132" 2 3 9 0.251 "60.619299624"
"2133" 1 3 9 0.301 "36.143666716"
"2134" 2 3 9 0.301 "60.31309682"
"2135" 1 3 9 0.351 "34.862933092"
"2136" 2 3 9 0.351 "60.045815408"
"2137" 1 3 9 0.401 "33.640241112"
"2138" 2 3 9 0.401 "59.784811808"
"2139" 1 3 9 0.451 "32.066035712"
"2140" 2 3 9 0.451 "59.333698188"
"2141" 1 3 9 0.501 "30.073611068"
"2142" 2 3 9 0.501 "59.361774308"
"2143" 1 3 9 0.551 "29.270948896"
"2144" 2 3 9 0.551 "52.971019748"
"2145" 1 3 9 0.601 "29.036433652"
"2146" 2 3 9 0.601 "48.409193748"
"2147" 1 3 9 0.651 "26.73624146"
"2148" 2 3 9 0.651 "41.873623164"
"2149" 1 3 9 0.701 "15.580255924"
"2150" 2 3 9 0.701 "26.866022304"
"2151" 1 3 9 0.751 "5.68453792"
"2152" 2 3 9 0.751 "21.39470976"
"2153" 1 3 9 0.801 "10.17172372"
"2154" 2 3 9 0.801 "39.831301484"
"2155" 1 3 9 0.851 "18.240649708"
"2156" 2 3 9 0.851 "55.545674044"
"2157" 1 3 9 0.901 "26.0172743"
"2158" 2 3 9 0.901 "49.550835876"
"2159" 1 3 9 0.951 "26.561683828"
"2160" 2 3 9 0.951 "20.2698449068"
"2161" 1 3 8 0.001 "NA"
"2162" 2 3 8 0.001 "NA"
"2163" 1 3 8 0.051 "NA"
"2164" 2 3 8 0.051 "NA"
"2165" 1 3 8 0.101 "NA"
"2166" 2 3 8 0.101 "NA"
"2167" 1 3 8 0.151 "42.6465071"
"2168" 2 3 8 0.151 "60.7399876888889"
"2169" 1 3 8 0.201 "41.2055561636364"
"2170" 2 3 8 0.201 "60.3595787818182"
"2171" 1 3 8 0.251 "39.8166152"
"2172" 2 3 8 0.251 "59.989781748"
"2173" 1 3 8 0.301 "38.458053856"
"2174" 2 3 8 0.301 "59.610508908"
"2175" 1 3 8 0.351 "37.152198488"
"2176" 2 3 8 0.351 "59.226597172"
"2177" 1 3 8 0.401 "36.157403336"
"2178" 2 3 8 0.401 "59.127344312"
"2179" 1 3 8 0.451 "34.654395576"
"2180" 2 3 8 0.451 "58.385393872"
"2181" 1 3 8 0.501 "32.820643516"
"2182" 2 3 8 0.501 "57.775833804"
"2183" 1 3 8 0.551 "30.569336716"
"2184" 2 3 8 0.551 "59.120181024"
"2185" 1 3 8 0.601 "31.879861216"
"2186" 2 3 8 0.601 "52.455821644"
"2187" 1 3 8 0.651 "31.122169904"
"2188" 2 3 8 0.651 "47.395070596"
"2189" 1 3 8 0.701 "18.030045136"
"2190" 2 3 8 0.701 "28.578059704"
"2191" 1 3 8 0.751 "5.94461156"
"2192" 2 3 8 0.751 "20.867867436"
"2193" 1 3 8 0.801 "11.15397724"
"2194" 2 3 8 0.801 "40.003455908"
"2195" 1 3 8 0.851 "25.343074888"
"2196" 2 3 8 0.851 "53.2777629"
"2197" 1 3 8 0.901 "29.649249728"
"2198" 2 3 8 0.901 "38.375987928"
"2199" 1 3 8 0.951 "NA"
"2200" 2 3 8 0.951 "NA"
"2201" 1 3 7 0.001 "NA"
"2202" 2 3 7 0.001 "NA"
"2203" 1 3 7 0.051 "NA"
"2204" 2 3 7 0.051 "NA"
"2205" 1 3 7 0.101 "NA"
"2206" 2 3 7 0.101 "NA"
"2207" 1 3 7 0.151 "44.8863323"
"2208" 2 3 7 0.151 "60.0925898"
"2209" 1 3 7 0.201 "43.5757325454545"
"2210" 2 3 7 0.201 "59.6422348545455"
"2211" 1 3 7 0.251 "42.2676983083333"
"2212" 2 3 7 0.251 "59.203567525"
"2213" 1 3 7 0.301 "40.964115484"
"2214" 2 3 7 0.301 "58.737634024"
"2215" 1 3 7 0.351 "39.677625212"
"2216" 2 3 7 0.351 "58.219772004"
"2217" 1 3 7 0.401 "38.398118368"
"2218" 2 3 7 0.401 "57.649890864"
"2219" 1 3 7 0.451 "37.258341888"
"2220" 2 3 7 0.451 "57.332123544"
"2221" 1 3 7 0.501 "35.706370976"
"2222" 2 3 7 0.501 "56.285718416"
"2223" 1 3 7 0.551 "33.194688128"
"2224" 2 3 7 0.551 "56.247871144"
"2225" 1 3 7 0.601 "34.425004104"
"2226" 2 3 7 0.601 "56.796290828"
"2227" 1 3 7 0.651 "34.577708772"
"2228" 2 3 7 0.651 "51.405263752"
"2229" 1 3 7 0.701 "21.752267704"
"2230" 2 3 7 0.701 "31.619497052"
"2231" 1 3 7 0.751 "6.16101764"
"2232" 2 3 7 0.751 "20.41783926"
"2233" 1 3 7 0.801 "18.5946223"
"2234" 2 3 7 0.801 "38.544217352"
"2235" 1 3 7 0.851 "25.742231996"
"2236" 2 3 7 0.851 "53.471182752"
"2237" 1 3 7 0.901 "33.559523452"
"2238" 2 3 7 0.901 "36.5825562"
"2239" 1 3 7 0.951 "NA"
"2240" 2 3 7 0.951 "NA"
"2241" 1 3 6 0.001 "NA"
"2242" 2 3 6 0.001 "NA"
"2243" 1 3 6 0.051 "NA"
"2244" 2 3 6 0.051 "NA"
"2245" 1 3 6 0.101 "NA"
"2246" 2 3 6 0.101 "NA"
"2247" 1 3 6 0.151 "NA"
"2248" 2 3 6 0.151 "NA"
"2249" 1 3 6 0.201 "46.121636555"
"2250" 2 3 6 0.201 "58.90265677"
"2251" 1 3 6 0.251 "44.9233261333333"
"2252" 2 3 6 0.251 "58.3567558083333"
"2253" 1 3 6 0.301 "43.72512722"
"2254" 2 3 6 0.301 "57.787728524"
"2255" 1 3 6 0.351 "42.527255732"
"2256" 2 3 6 0.351 "57.16284622"
"2257" 1 3 6 0.401 "41.34104614"
"2258" 2 3 6 0.401 "56.445596624"
"2259" 1 3 6 0.451 "40.157111048"
"2260" 2 3 6 0.451 "55.603125404"
"2261" 1 3 6 0.501 "38.962919048"
"2262" 2 3 6 0.501 "54.586281432"
"2263" 1 3 6 0.551 "34.838232052"
"2264" 2 3 6 0.551 "54.629683568"
"2265" 1 3 6 0.601 "34.273716624"
"2266" 2 3 6 0.601 "56.486852824"
"2267" 1 3 6 0.651 "37.698532116"
"2268" 2 3 6 0.651 "54.820312508"
"2269" 1 3 6 0.701 "30.843841168"
"2270" 2 3 6 0.701 "40.468085848"
"2271" 1 3 6 0.751 "6.34738016"
"2272" 2 3 6 0.751 "20.03092824"
"2273" 1 3 6 0.801 "36.701867684"
"2274" 2 3 6 0.801 "42.660632712"
"2275" 1 3 6 0.851 "32.166221908"
"2276" 2 3 6 0.851 "44.274118516"
"2277" 1 3 6 0.901 "25.9137751456"
"2278" 2 3 6 0.901 "37.21076372"
"2279" 1 3 6 0.951 "NA"
"2280" 2 3 6 0.951 "NA"
"2281" 1 3 5 0.001 "0"
"2282" 2 3 5 0.001 "0"
"2283" 1 3 5 0.051 "NA"
"2284" 2 3 5 0.051 "NA"
"2285" 1 3 5 0.101 "NA"
"2286" 2 3 5 0.101 "NA"
"2287" 1 3 5 0.151 "NA"
"2288" 2 3 5 0.151 "NA"
"2289" 1 3 5 0.201 "48.79678454"
"2290" 2 3 5 0.201 "58.14321109"
"2291" 1 3 5 0.251 "47.7074300916667"
"2292" 2 3 5 0.251 "57.4776452583333"
"2293" 1 3 5 0.301 "46.628541256"
"2294" 2 3 5 0.301 "56.79568534"
"2295" 1 3 5 0.351 "45.55265234"
"2296" 2 3 5 0.351 "56.079544268"
"2297" 1 3 5 0.401 "44.482678168"
"2298" 2 3 5 0.401 "55.301730808"
"2299" 1 3 5 0.451 "43.419883976"
"2300" 2 3 5 0.451 "54.443018032"
"2301" 1 3 5 0.501 "37.4662894"
"2302" 2 3 5 0.501 "55.404819116"
"2303" 1 3 5 0.551 "36.396785748"
"2304" 2 3 5 0.551 "54.790339516"
"2305" 1 3 5 0.601 "35.610544344"
"2306" 2 3 5 0.601 "54.090964196"
"2307" 1 3 5 0.651 "40.594228964"
"2308" 2 3 5 0.651 "57.874779384"
"2309" 1 3 5 0.701 "39.34299876"
"2310" 2 3 5 0.701 "49.624881744"
"2311" 1 3 5 0.751 "6.49096928"
"2312" 2 3 5 0.751 "19.686818152"
"2313" 1 3 5 0.801 "40.293866396"
"2314" 2 3 5 0.801 "46.671359664"
"2315" 1 3 5 0.851 "40.226362388"
"2316" 2 3 5 0.851 "44.507333948"
"2317" 1 3 5 0.901 "30.209446488"
"2318" 2 3 5 0.901 "38.2345281384"
"2319" 1 3 5 0.951 "NA"
"2320" 2 3 5 0.951 "NA"
"2321" 1 3 4 0.001 "1.096383e-10"
"2322" 2 3 4 0.001 "1.096383e-10"
"2323" 1 3 4 0.051 "NA"
"2324" 2 3 4 0.051 "NA"
"2325" 1 3 4 0.101 "NA"
"2326" 2 3 4 0.101 "NA"
"2327" 1 3 4 0.151 "NA"
"2328" 2 3 4 0.151 "NA"
"2329" 1 3 4 0.201 "51.40426311"
"2330" 2 3 4 0.201 "57.50743364"
"2331" 1 3 4 0.251 "50.3989912333333"
"2332" 2 3 4 0.251 "56.6908288666667"
"2333" 1 3 4 0.301 "49.404391724"
"2334" 2 3 4 0.301 "55.875296512"
"2335" 1 3 4 0.351 "48.410911792"
"2336" 2 3 4 0.351 "55.047189868"
"2337" 1 3 4 0.401 "47.40488714"
"2338" 2 3 4 0.401 "54.192276348"
"2339" 1 3 4 0.451 "46.38165572"
"2340" 2 3 4 0.451 "53.28709266"
"2341" 1 3 4 0.501 "39.324008268"
"2342" 2 3 4 0.501 "55.296319228"
"2343" 1 3 4 0.551 "38.350180604"
"2344" 2 3 4 0.551 "54.533125608"
"2345" 1 3 4 0.601 "37.702217828"
"2346" 2 3 4 0.601 "53.961929424"
"2347" 1 3 4 0.651 "37.613062756"
"2348" 2 3 4 0.651 "53.767119224"
"2349" 1 3 4 0.701 "43.465076852"
"2350" 2 3 4 0.701 "53.61362672"
"2351" 1 3 4 0.751 "6.58196312"
"2352" 2 3 4 0.751 "19.364413912"
"2353" 1 3 4 0.801 "2.762477735"
"2354" 2 3 4 0.801 "37.983191901"
"2355" 1 3 4 0.851 "NA"
"2356" 2 3 4 0.851 "NA"
"2357" 1 3 4 0.901 "NA"
"2358" 2 3 4 0.901 "NA"
"2359" 1 3 4 0.951 "NA"
"2360" 2 3 4 0.951 "NA"
"2361" 1 3 3 0.001 "NA"
"2362" 2 3 3 0.001 "NA"
"2363" 1 3 3 0.051 "NA"
"2364" 2 3 3 0.051 "NA"
"2365" 1 3 3 0.101 "NA"
"2366" 2 3 3 0.101 "NA"
"2367" 1 3 3 0.151 "NA"
"2368" 2 3 3 0.151 "NA"
"2369" 1 3 3 0.201 "53.91106947"
"2370" 2 3 3 0.201 "57.01047676"
"2371" 1 3 3 0.251 "52.9032394636364"
"2372" 2 3 3 0.251 "56.0673788727273"
"2373" 1 3 3 0.301 "51.904314836"
"2374" 2 3 3 0.301 "55.10988052"
"2375" 1 3 3 0.351 "50.892902172"
"2376" 2 3 3 0.351 "54.133379484"
"2377" 1 3 3 0.401 "49.832271524"
"2378" 2 3 3 0.401 "53.109762724"
"2379" 1 3 3 0.451 "48.695020584"
"2380" 2 3 3 0.451 "51.975118036"
"2381" 1 3 3 0.501 "41.29647546"
"2382" 2 3 3 0.501 "54.915056144"
"2383" 1 3 3 0.551 "40.071618016"
"2384" 2 3 3 0.551 "53.806647056"
"2385" 1 3 3 0.601 "38.727086044"
"2386" 2 3 3 0.601 "52.4705844572"
"2387" 1 3 3 0.651 "NA"
"2388" 2 3 3 0.651 "NA"
"2389" 1 3 3 0.701 "46.811274108"
"2390" 2 3 3 0.701 "56.473490012"
"2391" 1 3 3 0.751 "NA"
"2392" 2 3 3 0.751 "NA"
"2393" 1 3 3 0.801 "NA"
"2394" 2 3 3 0.801 "NA"
"2395" 1 3 3 0.851 "NA"
"2396" 2 3 3 0.851 "NA"
"2397" 1 3 3 0.901 "NA"
"2398" 2 3 3 0.901 "NA"
"2399" 1 3 3 0.951 "NA"
"2400" 2 3 3 0.951 "NA"
"2401" 1 3 2 0.001 "0"
"2402" 2 3 2 0.001 "0"
"2403" 1 3 2 0.051 "NA"
"2404" 2 3 2 0.051 "NA"
"2405" 1 3 2 0.101 "NA"
"2406" 2 3 2 0.101 "NA"
"2407" 1 3 2 0.151 "NA"
"2408" 2 3 2 0.151 "NA"
"2409" 1 3 2 0.201 "NA"
"2410" 2 3 2 0.201 "NA"
"2411" 1 3 2 0.251 "55.3433369181818"
"2412" 2 3 2 0.251 "55.5567248272727"
"2413" 1 3 2 0.301 "54.29756528"
"2414" 2 3 2 0.301 "54.452948808"
"2415" 1 3 2 0.351 "53.21831104"
"2416" 2 3 2 0.351 "53.309436688"
"2417" 1 3 2 0.401 "52.065096956"
"2418" 2 3 2 0.401 "52.08501562"
"2419" 1 3 2 0.451 "44.634810436"
"2420" 2 3 2 0.451 "55.6615842"
"2421" 1 3 2 0.501 "43.13165074"
"2422" 2 3 2 0.501 "54.2866759272"
"2423" 1 3 2 0.551 "41.1144567724"
"2424" 2 3 2 0.551 "52.2663081232"
"2425" 1 3 2 0.601 "35.751266376"
"2426" 2 3 2 0.601 "46.079118401"
"2427" 1 3 2 0.651 "NA"
"2428" 2 3 2 0.651 "NA"
"2429" 1 3 2 0.701 "49.85259594"
"2430" 2 3 2 0.701 "58.814640476"
"2431" 1 3 2 0.751 "NA"
"2432" 2 3 2 0.751 "NA"
"2433" 1 3 2 0.801 "NA"
"2434" 2 3 2 0.801 "NA"
"2435" 1 3 2 0.851 "NA"
"2436" 2 3 2 0.851 "NA"
"2437" 1 3 2 0.901 "NA"
"2438" 2 3 2 0.901 "NA"
"2439" 1 3 2 0.951 "NA"
"2440" 2 3 2 0.951 "NA"
"2441" 1 3 1 0.001 "NA"
"2442" 2 3 1 0.001 "NA"
"2443" 1 3 1 0.051 "NA"
"2444" 2 3 1 0.051 "NA"
"2445" 1 3 1 0.101 "NA"
"2446" 2 3 1 0.101 "NA"
"2447" 1 3 1 0.151 "NA"
"2448" 2 3 1 0.151 "NA"
"2449" 1 3 1 0.201 "NA"
"2450" 2 3 1 0.201 "NA"
"2451" 1 3 1 0.251 "57.7772298909091"
"2452" 2 3 1 0.251 "55.1557968636364"
"2453" 1 3 1 0.301 "56.6879515"
"2454" 2 3 1 0.301 "53.9071220454545"
"2455" 1 3 1 0.351 "55.551524108"
"2456" 2 3 1 0.351 "52.606210128"
"2457" 1 3 1 0.401 "54.29223966"
"2458" 2 3 1 0.401 "51.203014236"
"2459" 1 3 1 0.451 "46.6756498072"
"2460" 2 3 1 0.451 "55.271080006"
"2461" 1 3 1 0.501 "44.6739907152"
"2462" 2 3 1 0.501 "53.3286813156"
"2463" 1 3 1 0.551 "40.817612272"
"2464" 2 3 1 0.551 "49.1339977168"
"2465" 1 3 1 0.601 "NA"
"2466" 2 3 1 0.601 "NA"
"2467" 1 3 1 0.651 "NA"
"2468" 2 3 1 0.651 "NA"
"2469" 1 3 1 0.701 "52.630358356"
"2470" 2 3 1 0.701 "60.568845068"
"2471" 1 3 1 0.751 "54.842193532"
"2472" 2 3 1 0.751 "55.105381944"
"2473" 1 3 1 0.801 "NA"
"2474" 2 3 1 0.801 "NA"
"2475" 1 3 1 0.851 "NA"
"2476" 2 3 1 0.851 "NA"
"2477" 1 3 1 0.901 "NA"
"2478" 2 3 1 0.901 "NA"
"2479" 1 3 1 0.951 "NA"
"2480" 2 3 1 0.951 "NA"
"2481" 1 3 0 0.001 "NA"
"2482" 2 3 0 0.001 "NA"
"2483" 1 3 0 0.051 "NA"
"2484" 2 3 0 0.051 "NA"
"2485" 1 3 0 0.101 "NA"
"2486" 2 3 0 0.101 "NA"
"2487" 1 3 0 0.151 "NA"
"2488" 2 3 0 0.151 "NA"
"2489" 1 3 0 0.201 "NA"
"2490" 2 3 0 0.201 "NA"
"2491" 1 3 0 0.251 "NA"
"2492" 2 3 0 0.251 "NA"
"2493" 1 3 0 0.301 "59.1286126454545"
"2494" 2 3 0 0.301 "53.4226684272727"
"2495" 1 3 0 0.351 "51.997072792"
"2496" 2 3 0 0.351 "57.914969176"
"2497" 1 3 0 0.401 "50.4580637364"
"2498" 2 3 0 0.401 "56.5158345628"
"2499" 1 3 0 0.451 "54.7582140808"
"2500" 2 3 0 0.451 "48.585393652"
"2501" 1 3 0 0.501 "51.8046785616"
"2502" 2 3 0 0.501 "45.7200382452"
"2503" 1 3 0 0.551 "NA"
"2504" 2 3 0 0.551 "NA"
"2505" 1 3 0 0.601 "NA"
"2506" 2 3 0 0.601 "NA"
"2507" 1 3 0 0.651 "NA"
"2508" 2 3 0 0.651 "NA"
"2509" 1 3 0 0.701 "NA"
"2510" 2 3 0 0.701 "NA"
"2511" 1 3 0 0.751 "NA"
"2512" 2 3 0 0.751 "NA"
"2513" 1 3 0 0.801 "NA"
"2514" 2 3 0 0.801 "NA"
"2515" 1 3 0 0.851 "NA"
"2516" 2 3 0 0.851 "NA"
"2517" 1 3 0 0.901 "NA"
"2518" 2 3 0 0.901 "NA"
"2519" 1 3 0 0.951 "NA"
"2520" 2 3 0 0.951 "NA"
"2521" 1 4 20 0.001 "0"
"2522" 2 4 20 0.001 "0"
"2523" 1 4 20 0.051 "0"
"2524" 2 4 20 0.051 "0"
"2525" 1 4 20 0.101 "0"
"2526" 2 4 20 0.101 "0"
"2527" 1 4 20 0.151 "0"
"2528" 2 4 20 0.151 "0"
"2529" 1 4 20 0.201 "0"
"2530" 2 4 20 0.201 "0"
"2531" 1 4 20 0.251 "0"
"2532" 2 4 20 0.251 "1.00000000102796e-06"
"2533" 1 4 20 0.301 "0"
"2534" 2 4 20 0.301 "0"
"2535" 1 4 20 0.351 "0"
"2536" 2 4 20 0.351 "0"
