"patch" "rep" "nut" "loss" "ampl"
"643" 1 1 4 0.051 "1.1533835e-11"
"644" 2 1 4 0.051 "1.1533835e-11"
"645" 1 1 4 0.101 "NA"
"646" 2 1 4 0.101 "NA"
"647" 1 1 4 0.151 "NA"
"648" 2 1 4 0.151 "NA"
"649" 1 1 4 0.201 "51.40062101"
"650" 2 1 4 0.201 "57.50943108"
"651" 1 1 4 0.251 "50.3995401818182"
"652" 2 1 4 0.251 "56.6902552272727"
"653" 1 1 4 0.301 "49.405393556"
"654" 2 1 4 0.301 "55.873535628"
"655" 1 1 4 0.351 "48.411916072"
"656" 2 1 4 0.351 "55.047402552"
"657" 1 1 4 0.401 "47.404270044"
"658" 2 1 4 0.401 "54.193917744"
"659" 1 1 4 0.451 "46.380588624"
"660" 2 1 4 0.451 "53.286622004"
"661" 1 1 4 0.501 "39.32439266"
"662" 2 1 4 0.501 "55.297702252"
"663" 1 1 4 0.551 "38.346091416"
"664" 2 1 4 0.551 "54.532039748"
"665" 1 1 4 0.601 "37.700501392"
"666" 2 1 4 0.601 "53.95906076"
"667" 1 1 4 0.651 "37.613511868"
"668" 2 1 4 0.651 "53.76762668"
"669" 1 1 4 0.701 "43.4650709"
"670" 2 1 4 0.701 "53.613627444"
"671" 1 1 4 0.751 "34.775626652"
"672" 2 1 4 0.751 "39.64578096"
"673" 1 1 4 0.801 "37.0870497308"
"674" 2 1 4 0.801 "53.0685885424"
"675" 1 1 4 0.851 "NA"
"676" 2 1 4 0.851 "NA"
"677" 1 1 4 0.901 "NA"
"678" 2 1 4 0.901 "NA"
"679" 1 1 4 0.951 "NA"
"680" 2 1 4 0.951 "NA"
"681" 1 1 3 0.001 "NA"
"682" 2 1 3 0.001 "NA"
"683" 1 1 3 0.051 "NA"
"684" 2 1 3 0.051 "NA"
"685" 1 1 3 0.101 "NA"
"686" 2 1 3 0.101 "NA"
"687" 1 1 3 0.151 "NA"
"688" 2 1 3 0.151 "NA"
"689" 1 1 3 0.201 "53.90605467"
"690" 2 1 3 0.201 "57.02006383"
"691" 1 1 3 0.251 "52.9111644909091"
"692" 2 1 3 0.251 "56.0619707818182"
"693" 1 1 3 0.301 "51.9127769916667"
"694" 2 1 3 0.301 "55.1070392833333"
"695" 1 1 3 0.351 "50.885611932"
"696" 2 1 3 0.351 "54.135258124"
"697" 1 1 3 0.401 "49.833875048"
"698" 2 1 3 0.401 "53.11220156"
"699" 1 1 3 0.451 "42.54948148"
"700" 2 1 3 0.451 "55.928483"
"701" 1 1 3 0.501 "41.29369568"
"702" 2 1 3 0.501 "54.913977104"
"703" 1 1 3 0.551 "40.06709006"
"704" 2 1 3 0.551 "53.79714776"
"705" 1 1 3 0.601 "38.726390468"
"706" 2 1 3 0.601 "52.4709529116"
"707" 1 1 3 0.651 "34.2301535068"
"708" 2 1 3 0.651 "47.4265863152"
"709" 1 1 3 0.701 "46.811274092"
"710" 2 1 3 0.701 "56.473486516"
"711" 1 1 3 0.751 "NA"
"712" 2 1 3 0.751 "NA"
"713" 1 1 3 0.801 "NA"
"714" 2 1 3 0.801 "NA"
"715" 1 1 3 0.851 "NA"
"716" 2 1 3 0.851 "NA"
"717" 1 1 3 0.901 "NA"
"718" 2 1 3 0.901 "NA"
"719" 1 1 3 0.951 "NA"
"720" 2 1 3 0.951 "NA"
"721" 1 1 2 0.001 "NA"
"722" 2 1 2 0.001 "NA"
"723" 1 1 2 0.051 "NA"
"724" 2 1 2 0.051 "NA"
"725" 1 1 2 0.101 "NA"
"726" 2 1 2 0.101 "NA"
"727" 1 1 2 0.151 "NA"
"728" 2 1 2 0.151 "NA"
"729" 1 1 2 0.201 "NA"
"730" 2 1 2 0.201 "NA"
"731" 1 1 2 0.251 "55.3446860181818"
"732" 2 1 2 0.251 "55.5527378636364"
"733" 1 1 2 0.301 "54.302429375"
"734" 2 1 2 0.301 "54.4483722666667"
"735" 1 1 2 0.351 "53.21964946"
"736" 2 1 2 0.351 "53.313595596"
"737" 1 1 2 0.401 "52.06603562"
"738" 2 1 2 0.401 "52.08217354"
"739" 1 1 2 0.451 "50.714597568"
"740" 2 1 2 0.451 "50.66686448"
"741" 1 1 2 0.501 "43.1319068"
"742" 2 1 2 0.501 "54.289274442"
"743" 1 1 2 0.551 "41.1180904816"
"744" 2 1 2 0.551 "52.2680661504"
"745" 1 1 2 0.601 "NA"
"746" 2 1 2 0.601 "NA"
"747" 1 1 2 0.651 "NA"
"748" 2 1 2 0.651 "NA"
"749" 1 1 2 0.701 "NA"
"750" 2 1 2 0.701 "NA"
"751" 1 1 2 0.751 "48.960958528"
"752" 2 1 2 0.751 "50.6376081"
"753" 1 1 2 0.801 "NA"
"754" 2 1 2 0.801 "NA"
"755" 1 1 2 0.851 "NA"
"756" 2 1 2 0.851 "NA"
"757" 1 1 2 0.901 "NA"
"758" 2 1 2 0.901 "NA"
"759" 1 1 2 0.951 "NA"
"760" 2 1 2 0.951 "NA"
"761" 1 1 1 0.001 "6.43230000000027e-13"
"762" 2 1 1 0.001 "6.43230000000027e-13"
"763" 1 1 1 0.051 "NA"
"764" 2 1 1 0.051 "NA"
"765" 1 1 1 0.101 "NA"
"766" 2 1 1 0.101 "NA"
"767" 1 1 1 0.151 "NA"
"768" 2 1 1 0.151 "NA"
"769" 1 1 1 0.201 "NA"
"770" 2 1 1 0.201 "NA"
"771" 1 1 1 0.251 "57.76681876"
"772" 2 1 1 0.251 "55.17023992"
"773" 1 1 1 0.301 "56.7016943666667"
"774" 2 1 1 0.301 "53.898984175"
"775" 1 1 1 0.351 "55.557325932"
"776" 2 1 1 0.351 "52.603921616"
"777" 1 1 1 0.401 "48.245652932"
"778" 2 1 1 0.401 "56.690059236"
"779" 1 1 1 0.451 "46.6740767464"
"780" 2 1 1 0.451 "55.280105182"
"781" 1 1 1 0.501 "44.673697"
"782" 2 1 1 0.501 "53.3312890384"
"783" 1 1 1 0.551 "40.7888485976"
"784" 2 1 1 0.551 "49.0457078576"
"785" 1 1 1 0.601 "NA"
"786" 2 1 1 0.601 "NA"
"787" 1 1 1 0.651 "NA"
"788" 2 1 1 0.651 "NA"
"789" 1 1 1 0.701 "NA"
"790" 2 1 1 0.701 "NA"
"791" 1 1 1 0.751 "52.324166976"
"792" 2 1 1 0.751 "52.826827872"
"793" 1 1 1 0.801 "NA"
"794" 2 1 1 0.801 "NA"
"795" 1 1 1 0.851 "NA"
"796" 2 1 1 0.851 "NA"
"797" 1 1 1 0.901 "NA"
"798" 2 1 1 0.901 "NA"
"799" 1 1 1 0.951 "NA"
"800" 2 1 1 0.951 "NA"
"801" 1 1 0 0.001 "NA"
"802" 2 1 0 0.001 "NA"
"803" 1 1 0 0.051 "NA"
"804" 2 1 0 0.051 "NA"
"805" 1 1 0 0.101 "NA"
"806" 2 1 0 0.101 "NA"
"807" 1 1 0 0.151 "NA"
"808" 2 1 0 0.151 "NA"
"809" 1 1 0 0.201 "NA"
"810" 2 1 0 0.201 "NA"
"811" 1 1 0 0.251 "NA"
"812" 2 1 0 0.251 "NA"
"813" 1 1 0 0.301 "53.4377977363636"
"814" 2 1 0 0.301 "59.1131054909091"
"815" 1 1 0 0.351 "51.99670962"
"816" 2 1 0 0.351 "57.9104363416"
"817" 1 1 0 0.401 "50.4518786292"
"818" 2 1 0 0.401 "56.5232918124"
"819" 1 1 0 0.451 "48.588468474"
"820" 2 1 0 0.451 "54.7555401984"
"821" 1 1 0 0.501 "45.7411185112"
"822" 2 1 0 0.501 "51.7521638364"
"823" 1 1 0 0.551 "NA"
"824" 2 1 0 0.551 "NA"
"825" 1 1 0 0.601 "NA"
"826" 2 1 0 0.601 "NA"
"827" 1 1 0 0.651 "NA"
"828" 2 1 0 0.651 "NA"
"829" 1 1 0 0.701 "NA"
"830" 2 1 0 0.701 "NA"
"831" 1 1 0 0.751 "54.590895476"
"832" 2 1 0 0.751 "54.389502132"
"833" 1 1 0 0.801 "NA"
"834" 2 1 0 0.801 "NA"
"835" 1 1 0 0.851 "NA"
"836" 2 1 0 0.851 "NA"
"837" 1 1 0 0.901 "NA"
"838" 2 1 0 0.901 "NA"
"839" 1 1 0 0.951 "NA"
"840" 2 1 0 0.951 "NA"
"841" 1 2 20 0.001 "0"
"842" 2 2 20 0.001 "0"
"843" 1 2 20 0.051 "0"
"844" 2 2 20 0.051 "0"
"845" 1 2 20 0.101 "0"
"846" 2 2 20 0.101 "0"
"847" 1 2 20 0.151 "0"
"848" 2 2 20 0.151 "0"
"849" 1 2 20 0.201 "0"
"850" 2 2 20 0.201 "0"
"851" 1 2 20 0.251 "0"
"852" 2 2 20 0.251 "0"
"853" 1 2 20 0.301 "0"
"854" 2 2 20 0.301 "0"
"855" 1 2 20 0.351 "1.0000000116861e-07"
"856" 2 2 20 0.351 "1.00000000102796e-06"
"857" 1 2 20 0.401 "1.0000000116861e-07"
"858" 2 2 20 0.401 "1.00000000102796e-06"
"859" 1 2 20 0.451 "0.00253908799999994"
"860" 2 2 20 0.451 "0.0130410400000002"
"861" 1 2 20 0.501 "4.488565156"
"862" 2 2 20 0.501 "25.4263387"
"863" 1 2 20 0.551 "6.177543028"
"864" 2 2 20 0.551 "38.956466036"
"865" 1 2 20 0.601 "6.294823892"
"866" 2 2 20 0.601 "45.754730956"
"867" 1 2 20 0.651 "6.00670738"
"868" 2 2 20 0.651 "51.4381772"
"869" 1 2 20 0.701 "5.34555116"
"870" 2 2 20 0.701 "55.671781292"
"871" 1 2 20 0.751 "3.9979883572"
"872" 2 2 20 0.751 "52.838794392"
"873" 1 2 20 0.801 "NA"
"874" 2 2 20 0.801 "NA"
"875" 1 2 20 0.851 "NA"
"876" 2 2 20 0.851 "NA"
"877" 1 2 20 0.901 "NA"
"878" 2 2 20 0.901 "NA"
"879" 1 2 20 0.951 "NA"
"880" 2 2 20 0.951 "NA"
"881" 1 2 19 0.001 "0"
"882" 2 2 19 0.001 "0"
"883" 1 2 19 0.051 "0"
"884" 2 2 19 0.051 "0"
"885" 1 2 19 0.101 "0"
"886" 2 2 19 0.101 "0"
"887" 1 2 19 0.151 "0"
"888" 2 2 19 0.151 "0"
"889" 1 2 19 0.201 "0"
"890" 2 2 19 0.201 "0"
"891" 1 2 19 0.251 "0"
"892" 2 2 19 0.251 "0"
"893" 1 2 19 0.301 "0"
"894" 2 2 19 0.301 "0"
"895" 1 2 19 0.351 "0"
"896" 2 2 19 0.351 "0"
"897" 1 2 19 0.401 "0"
"898" 2 2 19 0.401 "0"
"899" 1 2 19 0.451 "0"
"900" 2 2 19 0.451 "9.99999997475243e-07"
"901" 1 2 19 0.501 "1.05999999981066e-06"
"902" 2 2 19 0.501 "4.75999999963506e-06"
"903" 1 2 19 0.551 "0.0148077839999999"
"904" 2 2 19 0.551 "0.0732270400000003"
"905" 1 2 19 0.601 "2.666871344"
"906" 2 2 19 0.601 "15.64962348"
"907" 1 2 19 0.651 "3.558190056"
"908" 2 2 19 0.651 "25.104292416"
"909" 1 2 19 0.701 "3.638363376"
"910" 2 2 19 0.701 "32.264984264"
"911" 1 2 19 0.751 "3.7027574"
"912" 2 2 19 0.751 "43.625436168"
"913" 1 2 19 0.801 "0"
"914" 2 2 19 0.801 "0"
"915" 1 2 19 0.851 "0"
"916" 2 2 19 0.851 "0"
"917" 1 2 19 0.901 "0"
"918" 2 2 19 0.901 "0"
"919" 1 2 19 0.951 "0"
"920" 2 2 19 0.951 "0"
"921" 1 2 18 0.001 "0"
"922" 2 2 18 0.001 "0"
"923" 1 2 18 0.051 "0"
"924" 2 2 18 0.051 "0"
"925" 1 2 18 0.101 "0"
"926" 2 2 18 0.101 "0"
"927" 1 2 18 0.151 "0"
"928" 2 2 18 0.151 "1.00000000102796e-06"
"929" 1 2 18 0.201 "0"
"930" 2 2 18 0.201 "0"
"931" 1 2 18 0.251 "0"
"932" 2 2 18 0.251 "0"
"933" 1 2 18 0.301 "0"
"934" 2 2 18 0.301 "0"
"935" 1 2 18 0.351 "0"
"936" 2 2 18 0.351 "0"
"937" 1 2 18 0.401 "0"
"938" 2 2 18 0.401 "0"
"939" 1 2 18 0.451 "0"
"940" 2 2 18 0.451 "0"
"941" 1 2 18 0.501 "1.00000000102796e-06"
"942" 2 2 18 0.501 "0"
"943" 1 2 18 0.551 "0"
"944" 2 2 18 0.551 "1.00000000102796e-06"
"945" 1 2 18 0.601 "0.000748395999999971"
"946" 2 2 18 0.601 "0.0032614800000006"
"947" 1 2 18 0.651 "2.256304348"
"948" 2 2 18 0.651 "12.61837768"
"949" 1 2 18 0.701 "3.017104848"
"950" 2 2 18 0.701 "24.823632892"
"951" 1 2 18 0.751 "2.88361878"
"952" 2 2 18 0.751 "36.758950952"
"953" 1 2 18 0.801 "3.243305004"
"954" 2 2 18 0.801 "49.669004728"
"955" 1 2 18 0.851 "2.222245684"
"956" 2 2 18 0.851 "46.3446135228"
"957" 1 2 18 0.901 "1.210346116"
"958" 2 2 18 0.901 "42.4752075836"
"959" 1 2 18 0.951 "0"
"960" 2 2 18 0.951 "0"
"961" 1 2 17 0.001 "1.46799999997427e-05"
"962" 2 2 17 0.001 "1.66000000001532e-05"
"963" 1 2 17 0.051 "1.00000000102796e-06"
"964" 2 2 17 0.051 "1.00000000102796e-06"
"965" 1 2 17 0.101 "0"
"966" 2 2 17 0.101 "0"
"967" 1 2 17 0.151 "0"
"968" 2 2 17 0.151 "0"
"969" 1 2 17 0.201 "0"
"970" 2 2 17 0.201 "0"
"971" 1 2 17 0.251 "0"
"972" 2 2 17 0.251 "0"
"973" 1 2 17 0.301 "0"
"974" 2 2 17 0.301 "1.00000000102796e-06"
"975" 1 2 17 0.351 "0"
"976" 2 2 17 0.351 "0"
"977" 1 2 17 0.401 "0"
"978" 2 2 17 0.401 "0"
"979" 1 2 17 0.451 "0"
"980" 2 2 17 0.451 "0"
"981" 1 2 17 0.501 "1.00000000102796e-06"
"982" 2 2 17 0.501 "0"
"983" 1 2 17 0.551 "0"
"984" 2 2 17 0.551 "0"
"985" 1 2 17 0.601 "1.14400000001069e-05"
"986" 2 2 17 0.601 "3.4000000000276e-05"
"987" 1 2 17 0.651 "0.1149028"
"988" 2 2 17 0.651 "0.44489344"
"989" 1 2 17 0.701 "3.187978088"
"990" 2 2 17 0.701 "20.820061636"
"991" 1 2 17 0.751 "2.602319448"
"992" 2 2 17 0.751 "32.635315056"
"993" 1 2 17 0.801 "1.783997492"
"994" 2 2 17 0.801 "54.688166664"
"995" 1 2 17 0.851 "1.080248556"
"996" 2 2 17 0.851 "50.16009702"
"997" 1 2 17 0.901 "1.075412128"
"998" 2 2 17 0.901 "45.5797521536"
"999" 1 2 17 0.951 "0"
"1000" 2 2 17 0.951 "0"
"1001" 1 2 16 0.001 "0.00105596000000077"
"1002" 2 2 16 0.001 "0.00116096000000013"
"1003" 1 2 16 0.051 "0.000154640000000938"
"1004" 2 2 16 0.051 "0.000176919999999683"
"1005" 1 2 16 0.101 "3.58399999997516e-05"
"1006" 2 2 16 0.101 "4.24399999997149e-05"
"1007" 1 2 16 0.151 "8.99999999987244e-06"
"1008" 2 2 16 0.151 "1.02000000003954e-05"
"1009" 1 2 16 0.201 "1.56000000060885e-06"
"1010" 2 2 16 0.201 "1.87999999837984e-06"
"1011" 1 2 16 0.251 "2.95999999934793e-06"
"1012" 2 2 16 0.251 "3.28000000081374e-06"
"1013" 1 2 16 0.301 "1.00000000102796e-06"
"1014" 2 2 16 0.301 "1.16000000119243e-06"
"1015" 1 2 16 0.351 "1.60000000057892e-06"
"1016" 2 2 16 0.351 "1.32000000107269e-06"
"1017" 1 2 16 0.401 "9.999999992516e-07"
"1018" 2 2 16 0.401 "1.00000000102796e-06"
"1019" 1 2 16 0.451 "1.00000000102796e-06"
"1020" 2 2 16 0.451 "1.23999999772195e-06"
"1021" 1 2 16 0.501 "1.63999999976738e-06"
"1022" 2 2 16 0.501 "3.15999999884298e-06"
"1023" 1 2 16 0.551 "1.62399999999963e-05"
"1024" 2 2 16 0.551 "3.0320000000188e-05"
"1025" 1 2 16 0.601 "0.000796559999999928"
"1026" 2 2 16 0.601 "0.00173496"
"1027" 1 2 16 0.651 "0.63569372"
"1028" 2 2 16 0.651 "1.7083992"
"1029" 1 2 16 0.701 "4.21248984"
"1030" 2 2 16 0.701 "20.237023428"
"1031" 1 2 16 0.751 "2.80398208"
"1032" 2 2 16 0.751 "29.780449124"
"1033" 1 2 16 0.801 "2.8397962"
"1034" 2 2 16 0.801 "56.39524382"
"1035" 1 2 16 0.851 "0.9201238"
"1036" 2 2 16 0.851 "52.65085852"
"1037" 1 2 16 0.901 "0.49535196"
"1038" 2 2 16 0.901 "47.39390325"
"1039" 1 2 16 0.951 "0"
"1040" 2 2 16 0.951 "0"
"1041" 1 2 15 0.001 "0.3248196"
"1042" 2 2 15 0.001 "0.34876828"
"1043" 1 2 15 0.051 "0.00963683999999986"
"1044" 2 2 15 0.051 "0.01064148"
"1045" 1 2 15 0.101 "0.0046645199999999"
"1046" 2 2 15 0.101 "0.00526820000000001"
"1047" 1 2 15 0.151 "0.0117957199999996"
"1048" 2 2 15 0.151 "0.0135862399999999"
"1049" 1 2 15 0.201 "0.0125347600000003"
"1050" 2 2 15 0.201 "0.0147088399999998"
"1051" 1 2 15 0.251 "0.0179478399999999"
"1052" 2 2 15 0.251 "0.0214668399999998"
"1053" 1 2 15 0.301 "0.0172032800000003"
"1054" 2 2 15 0.301 "0.02101316"
"1055" 1 2 15 0.351 "0.02370772"
"1056" 2 2 15 0.351 "0.0296766800000003"
"1057" 1 2 15 0.401 "0.0458751600000002"
"1058" 2 2 15 0.401 "0.0591757599999995"
"1059" 1 2 15 0.451 "0.0454728000000001"
"1060" 2 2 15 0.451 "0.0609539999999997"
"1061" 1 2 15 0.501 "0.11470824"
"1062" 2 2 15 0.501 "0.16182668"
"1063" 1 2 15 0.551 "0.29431476"
"1064" 2 2 15 0.551 "0.44561732"
"1065" 1 2 15 0.601 "5.62291624"
"1066" 2 2 15 0.601 "9.9572752"
"1067" 1 2 15 0.651 "7.624659"
"1068" 2 2 15 0.651 "19.4994919"
"1069" 1 2 15 0.701 "5.65634132"
"1070" 2 2 15 0.701 "21.365354688"
"1071" 1 2 15 0.751 "3.0726212"
"1072" 2 2 15 0.751 "27.6892526"
"1073" 1 2 15 0.801 "4.28264476"
"1074" 2 2 15 0.801 "53.70505682"
"1075" 1 2 15 0.851 "2.29982468"
"1076" 2 2 15 0.851 "54.321971208"
"1077" 1 2 15 0.901 "0.72245988"
"1078" 2 2 15 0.901 "48.564800064"
"1079" 1 2 15 0.951 "0"
"1080" 2 2 15 0.951 "0"
"1081" 1 2 14 0.001 "2.28841444"
"1082" 2 2 14 0.001 "2.41855684"
"1083" 1 2 14 0.051 "6.44068636"
"1084" 2 2 14 0.051 "6.96899676"
"1085" 1 2 14 0.101 "4.36682868"
"1086" 2 2 14 0.101 "4.79278948"
"1087" 1 2 14 0.151 "2.13564036"
"1088" 2 2 14 0.151 "2.35907304"
"1089" 1 2 14 0.201 "6.77685992"
"1090" 2 2 14 0.201 "7.6604828"
"1091" 1 2 14 0.251 "8.03012684"
"1092" 2 2 14 0.251 "9.22182588"
"1093" 1 2 14 0.301 "10.53351532"
"1094" 2 2 14 0.301 "12.41278164"
"1095" 1 2 14 0.351 "11.948722"
"1096" 2 2 14 0.351 "14.5153976"
"1097" 1 2 14 0.401 "13.366086756"
"1098" 2 2 14 0.401 "16.98413152"
"1099" 1 2 14 0.451 "14.47926404"
"1100" 2 2 14 0.451 "19.663061292"
"1101" 1 2 14 0.501 "15.14106446"
"1102" 2 2 14 0.501 "22.795535892"
"1103" 1 2 14 0.551 "14.479709656"
"1104" 2 2 14 0.551 "24.694844336"
"1105" 1 2 14 0.601 "12.634696272"
"1106" 2 2 14 0.601 "24.585097808"
"1107" 1 2 14 0.651 "10.116365604"
"1108" 2 2 14 0.651 "23.403062964"
"1109" 1 2 14 0.701 "7.10318528"
"1110" 2 2 14 0.701 "22.45064382"
"1111" 1 2 14 0.751 "1.75769848"
"1112" 2 2 14 0.751 "26.059784988"
"1113" 1 2 14 0.801 "3.81375412"
"1114" 2 2 14 0.801 "48.93992394"
"1115" 1 2 14 0.851 "4.3887514"
"1116" 2 2 14 0.851 "55.21316424"
"1117" 1 2 14 0.901 "0.77973004"
"1118" 2 2 14 0.901 "49.324921364"
"1119" 1 2 14 0.951 "0"
"1120" 2 2 14 0.951 "0"
"1121" 1 2 13 0.001 "0"
"1122" 2 2 13 0.001 "0"
"1123" 1 2 13 0.051 "32.2746152375"
"1124" 2 2 13 0.051 "44.5100959375"
"1125" 1 2 13 0.101 "27.9164671916667"
"1126" 2 2 13 0.101 "33.3726741666667"
"1127" 1 2 13 0.151 "27.000883996"
"1128" 2 2 13 0.151 "32.935106012"
"1129" 1 2 13 0.201 "25.861764324"
"1130" 2 2 13 0.201 "31.960365784"
"1131" 1 2 13 0.251 "24.835797328"
"1132" 2 2 13 0.251 "31.139010868"
"1133" 1 2 13 0.301 "23.940442924"
"1134" 2 2 13 0.301 "30.588266088"
"1135" 1 2 13 0.351 "23.16994132"
"1136" 2 2 13 0.351 "30.425026372"
"1137" 1 2 13 0.401 "22.460205792"
"1138" 2 2 13 0.401 "30.732583396"
"1139" 1 2 13 0.451 "21.640870184"
"1140" 2 2 13 0.451 "31.461005996"
"1141" 1 2 13 0.501 "20.455006532"
"1142" 2 2 13 0.501 "32.14359148"
"1143" 1 2 13 0.551 "18.612317332"
"1144" 2 2 13 0.551 "31.74397226"
"1145" 1 2 13 0.601 "15.84415292"
"1146" 2 2 13 0.601 "29.45777738"
"1147" 1 2 13 0.651 "12.414733608"
"1148" 2 2 13 0.651 "26.160156368"
"1149" 1 2 13 0.701 "8.55520688"
"1150" 2 2 13 0.701 "23.28020388"
"1151" 1 2 13 0.751 "3.9284028"
"1152" 2 2 13 0.751 "24.739918572"
"1153" 1 2 13 0.801 "3.0694432"
"1154" 2 2 13 0.801 "46.010463404"
"1155" 1 2 13 0.851 "7.920335"
"1156" 2 2 13 0.851 "56.41382774"
"1157" 1 2 13 0.901 "0.81320108"
"1158" 2 2 13 0.901 "49.832573388"
"1159" 1 2 13 0.951 "9.999999992516e-07"
"1160" 2 2 13 0.951 "0"
"1161" 1 2 12 0.001 "1.0222846e-10"
"1162" 2 2 12 0.001 "1.0222845e-10"
"1163" 1 2 12 0.051 "NA"
"1164" 2 2 12 0.051 "NA"
"1165" 1 2 12 0.101 "35.2695056"
"1166" 2 2 12 0.101 "55.3245431"
"1167" 1 2 12 0.151 "32.0902559318182"
"1168" 2 2 12 0.151 "49.326977575"
"1169" 1 2 12 0.201 "30.395999736"
"1170" 2 2 12 0.201 "40.139529668"
"1171" 1 2 12 0.251 "29.359219936"
"1172" 2 2 12 0.251 "39.33798924"
"1173" 1 2 12 0.301 "28.354104668"
"1174" 2 2 12 0.301 "38.660168924"
"1175" 1 2 12 0.351 "27.335633644"
"1176" 2 2 12 0.351 "38.23101412"
"1177" 1 2 12 0.401 "26.246851392"
"1178" 2 2 12 0.401 "38.152445592"
"1179" 1 2 12 0.451 "25.042619144"
"1180" 2 2 12 0.451 "38.29110114"
"1181" 1 2 12 0.501 "23.728767236"
"1182" 2 2 12 0.501 "38.21272188"
"1183" 1 2 12 0.551 "22.119902104"
"1184" 2 2 12 0.551 "37.448538388"
"1185" 1 2 12 0.601 "19.195218736"
"1186" 2 2 12 0.601 "34.226530028"
"1187" 1 2 12 0.651 "14.914018608"
"1188" 2 2 12 0.651 "28.794048996"
"1189" 1 2 12 0.701 "10.143466"
"1190" 2 2 12 0.701 "24.007781384"
"1191" 1 2 12 0.751 "4.51394416"
"1192" 2 2 12 0.751 "23.656328856"
"1193" 1 2 12 0.801 "2.67049544"
"1194" 2 2 12 0.801 "44.037434016"
"1195" 1 2 12 0.851 "8.44631268"
"1196" 2 2 12 0.851 "56.22044676"
"1197" 1 2 12 0.901 "0.83954396"
"1198" 2 2 12 0.901 "50.189698552"
"1199" 1 2 12 0.951 "1.26370484"
"1200" 2 2 12 0.951 "0.0048704552"
"1201" 1 2 11 0.001 "NA"
"1202" 2 2 11 0.001 "NA"
"1203" 1 2 11 0.051 "NA"
"1204" 2 2 11 0.051 "NA"
"1205" 1 2 11 0.101 "38.8909045428571"
"1206" 2 2 11 0.101 "61.5194934857143"
"1207" 1 2 11 0.151 "36.7527439"
"1208" 2 2 11 0.151 "60.64429459"
"1209" 1 2 11 0.201 "34.7952882083333"
"1210" 2 2 11 0.201 "59.5904739416667"
"1211" 1 2 11 0.251 "31.889254156"
"1212" 2 2 11 0.251 "47.401523844"
"1213" 1 2 11 0.301 "30.821048784"
"1214" 2 2 11 0.301 "47.464958056"
"1215" 1 2 11 0.351 "29.697128768"
"1216" 2 2 11 0.351 "47.98115118"
"1217" 1 2 11 0.401 "28.430720256"
"1218" 2 2 11 0.401 "48.531436384"
"1219" 1 2 11 0.451 "27.144127596"
"1220" 2 2 11 0.451 "46.717728576"
"1221" 1 2 11 0.501 "26.13258136"
"1222" 2 2 11 0.501 "43.971827584"
"1223" 1 2 11 0.551 "24.916909488"
"1224" 2 2 11 0.551 "42.304067096"
"1225" 1 2 11 0.601 "22.7927418"
"1226" 2 2 11 0.601 "39.446625424"
"1227" 1 2 11 0.651 "17.97204588"
"1228" 2 2 11 0.651 "31.875660152"
"1229" 1 2 11 0.701 "11.82093448"
"1230" 2 2 11 0.701 "24.771550256"
"1231" 1 2 11 0.751 "4.98658436"
"1232" 2 2 11 0.751 "22.761500692"
"1233" 1 2 11 0.801 "2.43241096"
"1234" 2 2 11 0.801 "42.590072268"
"1235" 1 2 11 0.851 "8.24662428"
"1236" 2 2 11 0.851 "55.692083088"
"1237" 1 2 11 0.901 "11.004720756"
"1238" 2 2 11 0.901 "50.412647052"
"1239" 1 2 11 0.951 "15.274620024"
"1240" 2 2 11 0.951 "0.0606751852"
"1241" 1 2 10 0.001 "7.021367e-11"
"1242" 2 2 10 0.001 "7.021367e-11"
"1243" 1 2 10 0.051 "NA"
"1244" 2 2 10 0.051 "NA"
"1245" 1 2 10 0.101 "NA"
"1246" 2 2 10 0.101 "NA"
"1247" 1 2 10 0.151 "38.77215051"
"1248" 2 2 10 0.151 "61.57562324"
"1249" 1 2 10 0.201 "37.03529065"
"1250" 2 2 10 0.201 "61.1403757916667"
"1251" 1 2 10 0.251 "35.434366148"
"1252" 2 2 10 0.251 "60.753643104"
"1253" 1 2 10 0.301 "33.944784448"
"1254" 2 2 10 0.301 "60.333105928"
"1255" 1 2 10 0.351 "32.562495836"
"1256" 2 2 10 0.351 "58.796028344"
"1257" 1 2 10 0.401 "31.189715724"
"1258" 2 2 10 0.401 "59.07038024"
"1259" 1 2 10 0.451 "29.511677412"
"1260" 2 2 10 0.451 "59.10953668"
"1261" 1 2 10 0.501 "27.624689212"
"1262" 2 2 10 0.501 "54.322467864"
"1263" 1 2 10 0.551 "27.301174908"
"1264" 2 2 10 0.551 "47.068023468"
"1265" 1 2 10 0.601 "26.055516848"
"1266" 2 2 10 0.601 "44.230257628"
"1267" 1 2 10 0.651 "21.894064664"
"1268" 2 2 10 0.651 "36.07139622"
"1269" 1 2 10 0.701 "13.59658248"
"1270" 2 2 10 0.701 "25.681191072"
"1271" 1 2 10 0.751 "5.3702312"
"1272" 2 2 10 0.751 "22.017851252"
"1273" 1 2 10 0.801 "2.2275592"
"1274" 2 2 10 0.801 "41.485891332"
"1275" 1 2 10 0.851 "11.415006772"
"1276" 2 2 10 0.851 "55.811754056"
"1277" 1 2 10 0.901 "18.252407416"
"1278" 2 2 10 0.901 "50.8069907708"
"1279" 1 2 10 0.951 "21.947713668"
"1280" 2 2 10 0.951 "0.0895053044"
"1281" 1 2 9 0.001 "NA"
