"q","b1.min","b1.max","b2.min","b2.max","b3.min","b3.max"
0.092,14.467727,32.91089,1.67215,7.5719345,9.6978715,18.828032
0.092,14.467682,32.910907,1.6721522,7.5719054,9.6978684,18.828048
0.093,3.5530677e-18,47.459647,0.00033874876,30.591038,0,0
0.093,3.5576486e-18,47.459492,0.00033884238,30.593459,0,0
0.093,3.5532815e-18,47.459135,0.00033873638,30.590315,0,0
0.093,3.5491509e-18,47.459576,0.00033866555,30.59351,0,0
0.093,3.5571928e-18,47.460018,0.00033881162,30.591407,0,0
0.093,3.5534792e-18,47.459231,0.00033874071,30.593157,0,0
0.093,3.5418537e-18,47.459613,0.0003385341,30.592013,0,0
0.093,3.5508106e-18,47.46071,0.00033868706,30.591517,0,0
0.093,3.5571301e-18,47.459821,0.00033881326,30.593579,0,0
0.093,3.553226e-18,47.459279,0.00033876312,30.589635,0,0
0.093,3.5656072e-18,47.45945,0.00033895612,30.593451,0,0
0.093,3.5534785e-18,47.458548,0.00033873121,30.590078,0,0
0.093,3.5538419e-18,47.459605,0.00033877588,30.593516,0,0
0.093,3.5538932e-18,47.459462,0.00033877353,30.590406,0,0
0.093,3.5592588e-18,47.459413,0.00033887427,30.593349,0,0
0.093,3.5430365e-18,47.458954,0.00033855722,30.590309,0,0
0.093,3.5520214e-18,47.460564,0.00033873702,30.592926,0,0
0.093,3.565867e-18,47.459598,0.00033874876,30.592895,0,0
0.093,3.5530677e-18,47.459647,0.00033884238,30.591038,0,0
0.093,3.5576486e-18,47.459492,0.00033873638,30.593459,0,0
0.093,3.5532815e-18,47.459135,0.00033866555,30.590315,0,0
0.093,3.5491509e-18,47.459576,0.00033881162,30.59351,0,0
0.093,3.5571928e-18,47.460018,0.00033874071,30.591407,0,0
0.093,3.5534792e-18,47.459231,0.0003385341,30.593157,0,0
0.093,3.5418537e-18,47.459613,0.00033868706,30.592013,0,0
0.094,15.004878,31.720578,1.8634337,7.2469022,9.9721813,18.231085
0.094,15.004934,31.720516,1.863435,7.2468404,9.9722003,18.231065
0.094,15.004837,31.720582,1.8634431,7.2468924,9.9721927,18.231035
0.094,15.004891,31.720573,1.8634332,7.2468994,9.9721816,18.231087
0.094,15.004916,31.720527,1.8634358,7.2468291,9.9722042,18.231059
0.094,15.004836,31.720584,1.8634414,7.2468969,9.9721897,18.231045
0.094,15.004906,31.720568,1.8634329,7.2468954,9.9721825,18.231087
0.094,15.0049,31.720537,1.8634369,7.246833,9.9722088,18.231051
0.094,15.004836,31.720586,1.8634399,7.2469005,9.9721874,18.231053
0.094,15.004923,31.720562,1.8634327,7.2468906,9.9721837,18.231087
0.094,15.004886,31.720546,1.8634381,7.246844,9.9722137,18.231042
0.094,15.004838,31.720587,1.8634385,7.2469031,9.9721854,18.231061
0.094,15.004941,31.720555,1.8634327,7.2468848,9.9721854,18.231086
0.094,15.004873,31.720554,1.8634394,7.2468542,9.9722137,18.231032
0.094,15.004842,31.720587,1.8634373,7.2469048,9.9721838,18.231067
0.094,15.004961,31.720547,1.8634328,7.2468782,9.9721874,18.231084
0.094,15.004863,31.720561,1.8634409,7.2468635,9.9722089,18.231022
0.094,15.004848,31.720586,1.8634362,7.2469058,9.9721825,18.231073
0.094,15.004983,31.720538,1.8634331,7.2468708,9.9721898,18.231081
0.094,15.004854,31.720567,1.8634425,7.2468719,9.9722043,18.23101
0.094,15.004855,31.720585,1.8634352,7.2469057,9.9721816,18.231078
0.094,15.004979,31.720529,1.8634335,7.2468623,9.9721926,18.231077
0.094,15.004846,31.720573,1.8634443,7.2468794,9.9722002,18.231012
0.094,15.004864,31.720582,1.8634344,7.2469048,9.9721812,18.231082
0.094,15.004957,31.720518,1.863434,7.2468529,9.9721958,18.231072
0.095,15.30429,31.095602,1.9701183,7.0729797,10.12416,17.91907
0.095,15.304176,31.095647,1.9701212,7.0730316,10.124142,17.919048
0.095,15.304157,31.095643,1.9701134,7.0730349,10.124132,17.919007
0.095,15.304235,31.09559,1.9701145,7.0729897,10.124145,17.919062
0.095,15.30422,31.095631,1.9701243,7.073012,10.124155,17.919065
0.095,15.304154,31.095651,1.9701162,7.0730393,10.124134,17.919018
0.095,15.304184,31.095622,1.9701129,7.0730182,10.124136,17.919041
0.095,15.304289,31.095603,1.9701184,7.0729805,10.12416,17.91907
0.095,15.304175,31.095647,1.9701211,7.0730319,10.124141,17.919048
0.095,15.304157,31.095643,1.9701134,7.0730348,10.124132,17.919008
0.095,15.304236,31.095589,1.9701145,7.0729891,10.124145,17.919062
0.095,15.304219,31.095631,1.9701244,7.0730125,10.124154,17.919065
0.095,15.304154,31.095651,1.9701161,7.0730395,10.124134,17.919017
0.095,15.304185,31.095622,1.9701129,7.0730178,10.124136,17.919042
0.095,15.304287,31.095603,1.9701185,7.0729811,10.12416,17.91907
0.095,15.304175,31.095647,1.970121,7.0730321,10.124141,17.919047
0.095,15.304158,31.095642,1.9701134,7.0730345,10.124132,17.919009
0.095,15.304237,31.095588,1.9701146,7.0729884,10.124145,17.919062
0.095,15.304218,31.095632,1.9701246,7.0730129,10.124154,17.919065
0.095,15.304154,31.095651,1.970116,7.0730394,10.124134,17.919017
0.095,15.304186,31.095621,1.9701129,7.0730173,10.124136,17.919042
0.095,15.304286,31.095604,1.9701185,7.0729818,10.12416,17.91907
0.095,15.304174,31.095648,1.9701208,7.0730324,10.124141,17.919047
0.095,15.304158,31.095642,1.9701134,7.0730344,10.124132,17.91901
0.095,15.304238,31.095588,1.9701146,7.0729878,10.124145,17.919062
0.096,1.1766023e-17,47.442217,0.0003485867,30.509053,0,0
0.096,1.1760174e-17,47.442397,0.00034855031,30.511133,0,0
0.096,1.177066e-17,47.441953,0.00034862755,30.512265,0,0
0.096,1.1762393e-17,47.442336,0.0003485482,30.512289,0,0
0.096,1.1794612e-17,47.441514,0.00034872452,30.509889,0,0
0.096,1.1807525e-17,47.441081,0.00034881209,30.510979,0,0
0.096,1.1776148e-17,47.441886,0.00034863798,30.512306,0,0
0.096,1.1747908e-17,47.442695,0.00034847582,30.512429,0,0
0.096,1.1741388e-17,47.442915,0.00034843755,30.512058,0,0
0.096,1.1734566e-17,47.443145,0.00034839506,30.511627,0,0
0.096,1.1741448e-17,47.442956,0.00034843632,30.510645,0,0
0.096,1.1779533e-17,47.441801,0.00034866989,30.509909,0,0
0.096,1.1774172e-17,47.441869,0.00034865109,30.511946,0,0
0.096,1.178198e-17,47.441612,0.00034869313,30.512046,0,0
0.096,1.1784305e-17,47.441597,0.00034870799,30.509897,0,0
0.096,1.1784564e-17,47.441579,0.00034871389,30.510543,0,0
0.096,1.177203e-17,47.442045,0.00034861292,30.512158,0,0
0.096,1.1775013e-17,47.442077,0.00034859907,30.512254,0,0
0.096,1.1776855e-17,47.442217,0.0003485867,30.509053,0,0
0.096,1.1766023e-17,47.442397,0.00034855031,30.511133,0,0
0.096,1.1760174e-17,47.441953,0.00034862755,30.512265,0,0
0.096,1.177066e-17,47.442336,0.0003485482,30.512289,0,0
0.096,1.1762393e-17,47.441514,0.00034872452,30.509889,0,0
0.096,1.1794612e-17,47.441081,0.00034881209,30.510979,0,0
0.096,1.1807525e-17,47.441886,0.00034863798,30.512306,0,0
0.097,15.984303,29.766428,2.2123944,6.695862,10.467386,17.258214
0.097,15.984264,29.766382,2.2123869,6.6958771,10.467363,17.258182
0.097,15.984219,29.766435,2.212389,6.6958503,10.467357,17.258185
0.097,15.98426,29.766441,2.2123997,6.6958451,10.467373,17.258216
0.097,15.984304,29.766397,2.2123884,6.6958769,10.467371,17.258201
0.097,15.984224,29.766421,2.2123867,6.6958668,10.467356,17.25816
0.097,15.984231,29.766446,2.2123944,6.6958214,10.467363,17.25821
0.097,15.984325,29.766422,2.2123915,6.6958698,10.467383,17.258213
0.097,15.984245,29.766399,2.212386,6.6958764,10.467359,17.258171
0.097,15.984217,29.766443,2.21239,6.6958411,10.467357,17.258196
0.097,15.984276,29.766438,2.2123962,6.6958559,10.467378,17.258218
0.097,15.984279,29.766385,2.2123869,6.6958792,10.467366,17.258194
0.097,15.984216,29.766432,2.212387,6.6958606,10.467355,17.258175
0.097,15.984241,29.766446,2.2123968,6.6958353,10.467366,17.258215
0.097,15.984327,29.766413,2.2123893,6.6958753,10.467376,17.258209
0.097,15.98423,29.766413,2.2123857,6.6958735,10.467356,17.258159
0.097,15.98422,29.766447,2.2123916,6.6958297,10.467359,17.258205
0.097,15.984296,29.766433,2.2123932,6.6958647,10.467384,17.258218
0.097,15.984258,29.766387,2.2123858,6.6958796,10.467361,17.258185
0.097,15.984213,29.76644,2.2123879,6.6958525,10.467355,17.258187
0.097,15.984255,29.766445,2.2123987,6.6958473,10.467371,17.258218
0.097,15.984299,29.766401,2.2123875,6.6958789,10.46737,17.258204
0.097,15.98422,29.766425,2.2123858,6.6958686,10.467354,17.258163
0.097,15.984227,29.766449,2.2123937,6.6958232,10.467361,17.258212
0.097,15.984321,29.766425,2.2123908,6.6958715,10.467382,17.258215
0.098,16.377681,29.049633,2.352282,6.4883107,10.664789,16.903213
0.098,16.377585,29.049626,2.3522737,6.4882922,10.664798,16.903225
0.098,16.377579,29.049579,2.3522771,6.4883255,10.664809,16.903187
0.098,16.37767,29.049631,2.3522831,6.4883135,10.66479,16.90321
0.098,16.377589,29.049628,2.3522739,6.4882878,10.664797,16.903226
0.098,16.377576,29.049572,2.3522764,6.4883246,10.664811,16.903192
0.098,16.377659,29.049629,2.3522842,6.4883161,10.66479,16.903207
0.098,16.377594,29.04963,2.3522742,6.4882831,10.664795,16.903227
0.098,16.377574,29.049575,2.3522758,6.4883234,10.664814,16.903196
0.098,16.37765,29.049627,2.3522855,6.4883183,10.664791,16.903203
0.098,16.3776,29.049632,2.3522746,6.4882782,10.664794,16.903227
0.098,16.377572,29.049581,2.3522753,6.4883219,10.664817,16.9032
0.098,16.37764,29.049624,2.3522868,6.4883203,10.664792,16.903199
0.098,16.377606,29.049634,2.352275,6.4882735,10.664793,16.903227
0.098,16.377571,29.049587,2.3522748,6.4883201,10.66482,16.903204
0.098,16.377632,29.049621,2.3522863,6.488322,10.664793,16.903195
0.098,16.377613,29.049635,2.3522755,6.4882787,10.664792,16.903227
0.098,16.37757,29.049593,2.3522744,6.4883181,10.664817,16.903208
0.098,16.377624,29.049618,2.352285,6.4883235,10.664794,16.903191
0.098,16.37762,29.049636,2.352276,6.4882836,10.664791,16.903226
0.098,16.37757,29.049598,2.3522741,6.4883159,10.664814,16.903211
0.098,16.377616,29.049614,2.3522838,6.4883247,10.664795,16.903186
0.098,16.377627,29.049637,2.3522767,6.4882883,10.66479,16.903225
0.098,16.37757,29.049603,2.3522738,6.4883133,10.664811,16.903214
0.098,16.377609,29.04961,2.3522826,6.4883256,10.664797,16.903181
0.099,3.6665059e-17,47.42444,0.00035872931,30.430831,0,0
0.099,3.6660033e-17,47.424274,0.0003587686,30.429093,0,0
0.099,3.6648793e-17,47.424478,0.00035872815,30.429071,0,0
0.099,3.6717862e-17,47.424416,0.00035873737,30.4309,0,0
0.099,3.6665883e-17,47.423685,0.0003588832,30.431215,0,0
0.099,3.6693527e-17,47.424193,0.0003587718,30.431468,0,0
0.099,3.6695046e-17,47.42415,0.00035878885,30.430694,0,0
0.099,3.6656752e-17,47.423994,0.00035882545,30.429351,0,0
0.099,3.6658124e-17,47.424433,0.00035873765,30.428612,0,0
0.099,3.6671445e-17,47.42434,0.00035875414,30.43055,0,0
0.099,3.6646179e-17,47.424354,0.00035874425,30.431517,0,0
0.099,3.6637653e-17,47.424486,0.00035871606,30.431294,0,0
0.099,3.6650786e-17,47.424573,0.00035870641,30.429641,0,0
0.099,3.6648362e-17,47.424471,0.00035872973,30.428553,0,0
0.099,3.6649891e-17,47.424472,0.00035872689,30.430679,0,0
0.099,3.6642138e-17,47.424445,0.00035872324,30.431585,0,0
0.099,3.6728163e-17,47.424521,0.00035871043,30.431163,0,0
0.099,3.6703163e-17,47.423749,0.00035887302,30.430159,0,0
0.099,3.6717041e-17,47.424077,0.00035880961,30.428604,0,0
0.099,3.6665059e-17,47.42444,0.00035872931,30.430831,0,0
0.099,3.6660033e-17,47.424274,0.0003587686,30.429093,0,0
0.099,3.6648793e-17,47.424478,0.00035872815,30.429071,0,0
0.099,3.6717862e-17,47.424416,0.00035873737,30.4309,0,0
0.099,3.6665883e-17,47.423685,0.0003588832,30.431215,0,0
0.099,3.6693527e-17,47.424193,0.0003587718,30.431468,0,0
0.1,17.329161,27.453756,2.68915,6.0155641,11.139672,16.115689
0.1,17.329163,27.453782,2.6891343,6.0155821,11.139665,16.115686
0.1,17.32908,27.453787,2.6891232,6.0156124,11.139666,16.115689
0.1,17.329027,27.453783,2.6891168,6.0156294,11.139645,16.115729
0.1,17.329004,27.453843,2.6891149,6.0156332,11.139622,16.115753
0.1,17.329011,27.453882,2.6891159,6.0156238,11.139608,16.115762
0.1,17.32901,27.453903,2.6891017,6.015643,11.139603,16.115755
0.1,17.328934,27.453903,2.6890921,6.0156704,11.139607,16.11576
0.1,17.328888,27.453899,2.689087,6.0156846,11.139586,16.115797
0.1,17.328871,27.453953,2.6890864,6.0156857,11.139565,16.115818
0.1,17.328885,27.453988,2.6890874,6.0156736,11.139554,16.115823
0.1,17.328881,27.454004,2.6890744,6.0156942,11.139551,16.115813
0.1,17.328811,27.454,2.6890659,6.0157191,11.139558,16.11582
0.1,17.328771,27.453997,2.689062,6.0157309,11.139536,16.115853
0.1,17.32876,27.454047,2.6890625,6.0157296,11.139518,16.115871
0.1,17.328779,27.454077,2.6890633,6.0157153,11.139508,16.115874
0.1,17.328772,27.454089,2.6890514,6.0157373,11.139508,16.115862
0.1,17.328708,27.45408,2.689044,6.0157599,11.139517,16.11587
0.1,17.328673,27.454079,2.689041,6.0157696,11.139494,16.115901
0.1,17.328668,27.454125,2.6890426,6.0157662,11.139478,16.115917
0.1,17.328692,27.454152,2.6890431,6.0157499,11.13947,16.115917
0.1,17.328681,27.454159,2.6890322,6.0157734,11.139472,16.115902
0.1,17.328622,27.454148,2.6890256,6.0157941,11.139482,16.115912
0.1,17.328591,27.454148,2.6890236,6.0158019,11.139459,16.115941
0.1,17.32859,27.454191,2.6890259,6.0157968,11.139445,16.115954
0.101,7.5835764e-17,47.412542,0.0003657608,30.375069,0,0
0.101,7.567448e-17,47.411968,0.00036561531,30.376589,0,0
0.101,7.5782353e-17,47.412607,0.00036569242,30.377899,0,0
0.101,7.5687806e-17,47.412292,0.00036562695,30.377267,0,0
0.101,7.582018e-17,47.41263,0.00036574319,30.375311,0,0
0.101,7.5696472e-17,47.412056,0.0003656383,30.376366,0,0
0.101,7.5698094e-17,47.412504,0.00036563286,30.377837,0,0
0.101,7.570404e-17,47.412569,0.00036561942,30.37761,0,0
0.101,7.5712493e-17,47.412663,0.00036565548,30.375969,0,0
0.101,7.5657632e-17,47.412489,0.00036559581,30.37529,0,0
0.101,7.566934e-17,47.412749,0.00036560905,30.377298,0,0
0.101,7.5798153e-17,47.412646,0.00036574096,30.377968,0,0
0.101,7.5692021e-17,47.412072,0.00036562505,30.376548,0,0
0.101,7.5728095e-17,47.41264,0.00036566801,30.37409,0,0
0.101,7.5676323e-17,47.412411,0.00036561259,30.376839,0,0
0.101,7.5680116e-17,47.412614,0.00036561544,30.377924,0,0
0.101,7.5765838e-17,47.412655,0.00036570489,30.377559,0,0
0.101,7.5694588e-17,47.412255,0.00036563752,30.375047,0,0
0.101,7.5828848e-17,47.41257,0.00036575933,30.375991,0,0
0.101,7.5835764e-17,47.412542,0.0003657608,30.375069,0,0
0.101,7.567448e-17,47.411968,0.00036561531,30.376589,0,0
0.101,7.5782353e-17,47.412607,0.00036569242,30.377899,0,0
0.101,7.5687806e-17,47.412292,0.00036562695,30.377267,0,0
0.101,7.582018e-17,47.41263,0.00036574319,30.375311,0,0
0.101,7.5696472e-17,47.412056,0.0003656383,30.376366,0,0
0.102,1.0779336e-16,47.406638,0.0003691142,30.351175,0,0
0.102,1.078623e-16,47.406677,0.00036912575,30.348137,0,0
0.102,1.0778238e-16,47.406323,0.00036917573,30.351025,0,0
0.102,1.0782739e-16,47.406704,0.00036912073,30.348829,0,0
0.102,1.078411e-16,47.406456,0.00036915279,30.350845,0,0
0.102,1.0793524e-16,47.406482,0.00036916784,30.349217,0,0
0.102,1.0789425e-16,47.406229,0.00036920144,30.350733,0,0
0.102,1.0794261e-16,47.406318,0.00036920224,30.349058,0,0
0.102,1.0781496e-16,47.406196,0.00036920743,30.350786,0,0
0.102,1.0777835e-16,47.406593,0.00036914441,30.349355,0,0
0.102,1.0774551e-16,47.406669,0.00036911315,30.350508,0,0
0.102,1.0776875e-16,47.406824,0.00036909334,30.350374,0,0
0.102,1.078413e-16,47.406738,0.00036910486,30.349582,0,0
0.102,1.0798092e-16,47.406601,0.00036913459,30.350828,0,0
0.102,1.07937e-16,47.406067,0.0003692463,30.349356,0,0
0.102,1.0784932e-16,47.406135,0.00036923569,30.350384,0,0
0.102,1.0769957e-16,47.40655,0.00036914472,30.349469,0,0
0.102,1.0776116e-16,47.406942,0.00036905958,30.351114,0,0
0.102,1.0787316e-16,47.406764,0.00036910476,30.347884,0,0
0.102,1.0779336e-16,47.406638,0.0003691142,30.351175,0,0
0.102,1.078623e-16,47.406677,0.00036912575,30.348137,0,0
0.102,1.0778238e-16,47.406323,0.00036917573,30.351025,0,0
0.102,1.0782739e-16,47.406704,0.00036912073,30.348829,0,0
0.102,1.078411e-16,47.406456,0.00036915279,30.350845,0,0
0.102,1.0793524e-16,47.406482,0.00036916784,30.349217,0,0
0.103,1.5258149e-16,47.400478,0.00037268612,30.324355,0,0
0.103,1.5261989e-16,47.400775,0.00037263684,30.321541,0,0
0.103,1.5284788e-16,47.400608,0.00037265821,30.323994,0,0
0.103,1.5261444e-16,47.400181,0.00037276006,30.322905,0,0
0.103,1.5247973e-16,47.400659,0.00037265861,30.322992,0,0
0.103,1.5255738e-16,47.400976,0.00037258148,30.324472,0,0
0.103,1.5256674e-16,47.400834,0.00037262438,30.32147,0,0
0.103,1.5247324e-16,47.400728,0.00037263345,30.323985,0,0
0.103,1.5265384e-16,47.401024,0.00037257769,30.324005,0,0
0.103,1.5276185e-16,47.400698,0.00037265303,30.321649,0,0
0.103,1.5263016e-16,47.400251,0.0003727332,30.324308,0,0
0.103,1.5279826e-16,47.400659,0.00037266131,30.321513,0,0
0.103,1.5270776e-16,47.400255,0.00037272927,30.324087,0,0
0.103,1.5266519e-16,47.40056,0.00037267957,30.323058,0,0
0.103,1.525997e-16,47.400635,0.00037266383,30.322962,0,0
0.103,1.5268863e-16,47.400698,0.0003726422,30.324314,0,0
0.103,1.5261153e-16,47.400495,0.00037269622,30.32063,0,0
0.103,1.5263873e-16,47.400595,0.00037265322,30.324314,0,0
0.103,1.5272228e-16,47.400642,0.00037266311,30.322817,0,0
0.103,1.5258149e-16,47.400478,0.0003727159,30.324355,0,0
0.103,1.5261989e-16,47.400775,0.00037268612,30.321541,0,0
0.103,1.5284788e-16,47.400608,0.00037263684,30.323994,0,0
0.103,1.5261444e-16,47.400181,0.00037265821,30.322905,0,0
0.103,1.5247973e-16,47.400659,0.00037276006,30.322992,0,0
0.103,1.5255738e-16,47.400976,0.00037265861,30.324472,0,0
0.104,20.574305,22.858343,3.8737894,4.6357507,12.775754,13.893993
0.104,20.577516,22.85526,3.8747736,4.6346221,12.777275,13.892418
0.104,20.580719,22.852185,3.8757552,4.6335034,12.778782,13.890851
0.104,20.583914,22.84912,3.8767303,4.6323916,12.780282,13.889299
0.104,20.5871,22.846063,3.8776985,4.631283,12.781778,13.88775
0.104,20.590267,22.843037,3.8786643,4.6301777,12.783269,13.886205
0.104,20.593408,22.840023,3.8796276,4.6290755,12.784756,13.884664
0.104,20.596539,22.837016,3.8805885,4.6279832,12.78623,13.883137
0.104,20.599663,22.834018,3.8815413,4.6268971,12.787697,13.881618
0.104,20.602778,22.831029,3.8824892,4.6258142,12.78916,13.880104
0.104,20.60587,22.828068,3.8834347,4.6247345,12.790618,13.878593
0.104,20.608941,22.82512,3.8843777,4.6236579,12.792072,13.877086
0.104,20.612004,22.82218,3.8853183,4.62259,12.793516,13.875595
0.104,20.615058,22.819248,3.8862504,4.6215291,12.79495,13.874109
0.104,20.618105,22.816325,3.8871784,4.6204712,12.796381,13.872628
0.104,20.621127,22.813424,3.8881041,4.6194163,12.797807,13.871151
0.104,20.62413,22.81054,3.8890273,4.6183646,12.799229,13.869677
0.104,20.627125,22.807664,3.8899482,4.6173192,12.800644,13.868218
0.104,20.630113,22.804797,3.8908611,4.6162825,12.802047,13.866766
0.104,20.633092,22.801937,3.8917697,4.6152488,12.803447,13.865317
0.104,20.636049,22.799092,3.8926761,4.6142182,12.804842,13.863871
0.104,20.638987,22.79627,3.8935802,4.6131905,12.806233,13.86243
0.104,20.641917,22.793457,3.8944819,4.6121658,12.80762,13.861002
0.104,20.644839,22.790652,3.8953768,4.6111527,12.808994,13.859581
0.104,20.647753,22.787854,3.8962667,4.6101426,12.810363,13.858164
0.105,3.007379e-16,47.388678,0.00037980741,30.26957,0,0
0.105,3.0056002e-16,47.388652,0.00037980327,30.269755,0,0
0.105,3.0079218e-16,47.388879,0.00037975419,30.271003,0,0
0.105,3.010888e-16,47.388604,0.0003798259,30.267109,0,0
0.105,3.0069669e-16,47.388196,0.00037989239,30.27092,0,0
0.105,3.0096225e-16,47.388747,0.00037979389,30.269086,0,0
0.105,3.0068996e-16,47.388515,0.00037982795,30.270233,0,0
0.105,3.0073502e-16,47.388749,0.00037978661,30.270631,0,0
0.105,3.007648e-16,47.3887,0.00037980177,30.268152,0,0
0.105,3.0106203e-16,47.388651,0.00037979552,30.271063,0,0
0.105,3.0086593e-16,47.38836,0.00037987823,30.268254,0,0
0.105,3.0074156e-16,47.388593,0.00037980689,30.270571,0,0
0.105,3.0083074e-16,47.388857,0.00037976516,30.270444,0,0
0.105,3.0115168e-16,47.388565,0.00037982805,30.268781,0,0
0.105,3.0061513e-16,47.388183,0.00037990376,30.270818,0,0
0.105,3.0064515e-16,47.388846,0.00037977426,30.267649,0,0
0.105,3.007942e-16,47.388712,0.00037977787,30.270794,0,0
0.105,3.0062473e-16,47.388612,0.00037982037,30.269864,0,0
0.105,3.0057806e-16,47.389001,0.000379733,30.269078,0,0
0.105,3.007379e-16,47.389025,0.00037971665,30.271178,0,0
0.105,3.0056002e-16,47.388678,0.00037980741,30.26957,0,0
0.105,3.0079218e-16,47.388652,0.00037980327,30.269755,0,0
0.105,3.010888e-16,47.388879,0.00037975419,30.271003,0,0
0.105,3.0069669e-16,47.388604,0.0003798259,30.267109,0,0
0.105,3.0096225e-16,47.388196,0.00037989239,30.27092,0,0
0.106,4.1843196e-16,47.382844,0.00038337342,30.244442,0,0
0.106,4.1867322e-16,47.382855,0.00038338357,30.242078,0,0
0.106,4.1914951e-16,47.382202,0.00038351229,30.244233,0,0
0.106,4.1874479e-16,47.382636,0.00038343119,30.241826,0,0
0.106,4.1880257e-16,47.382468,0.00038345344,30.244262,0,0
0.106,4.1854406e-16,47.382802,0.00038339512,30.242331,0,0
0.106,4.1842953e-16,47.382837,0.00038337378,30.244008,0,0
0.106,4.1874999e-16,47.382635,0.0003834312,30.242945,0,0
0.106,4.1850131e-16,47.382782,0.0003833887,30.243639,0,0
0.106,4.1848723e-16,47.382852,0.00038338292,30.243681,0,0
0.106,4.183033e-16,47.383003,0.00038334568,30.242756,0,0
0.106,4.1827434e-16,47.383056,0.00038333507,30.244413,0,0
0.106,4.1856168e-16,47.382951,0.00038336091,30.241182,0,0
0.106,4.1851739e-16,47.382789,0.00038338904,30.244491,0,0
0.106,4.1914563e-16,47.382276,0.00038350751,30.240826,0,0
0.106,4.1905231e-16,47.382456,0.00038346306,30.244374,0,0
0.106,4.185999e-16,47.382747,0.00038340575,30.240579,0,0
0.106,4.1844699e-16,47.382836,0.00038337671,30.244484,0,0
0.106,4.1849656e-16,47.382847,0.00038338507,30.241712,0,0
0.106,4.1860877e-16,47.382844,0.0003833751,30.244442,0,0
0.106,4.1843196e-16,47.382855,0.00038337342,30.242078,0,0
0.106,4.1867322e-16,47.382202,0.00038338357,30.244233,0,0
0.106,4.1914951e-16,47.382636,0.00038351229,30.241826,0,0
0.106,4.1874479e-16,47.382468,0.00038343119,30.244262,0,0
0.106,4.1880257e-16,47.382802,0.00038345344,30.242331,0,0
0.107,5.7956738e-16,47.376772,0.00038700613,30.216116,0,0
0.107,5.7980776e-16,47.376937,0.00038704638,30.215166,0,0
0.107,5.7929784e-16,47.376668,0.00038699939,30.217549,0,0
0.107,5.7948113e-16,47.376972,0.00038702863,30.217811,0,0
0.107,5.7951776e-16,47.376874,0.00038702977,30.215956,0,0
0.107,5.7926579e-16,47.376823,0.00038695293,30.215528,0,0
0.107,5.7947234e-16,47.377102,0.00038702492,30.217567,0,0
0.107,5.8040017e-16,47.376853,0.0003871542,30.217798,0,0
0.107,5.7963607e-16,47.376295,0.00038705086,30.215043,0,0
0.107,5.7986462e-16,47.376706,0.00038706972,30.216339,0,0
0.107,5.7975341e-16,47.376608,0.00038706982,30.217849,0,0
0.107,5.7962002e-16,47.376687,0.00038704433,30.216876,0,0
0.107,5.8006626e-16,47.376778,0.00038711552,30.214186,0,0
0.107,5.7996356e-16,47.376364,0.0003871025,30.217325,0,0
0.107,5.7987755e-16,47.376508,0.00038705306,30.217571,0,0
0.107,5.7978961e-16,47.376758,0.00038703826,30.215395,0,0
0.107,5.7999008e-16,47.37677,0.00038710425,30.216096,0,0
0.107,5.8048575e-16,47.376448,0.00038717142,30.217798,0,0
0.107,5.8020917e-16,47.376228,0.00038713725,30.216315,0,0
0.107,5.8054183e-16,47.376331,0.00038700613,30.215472,0,0
0.107,5.7956738e-16,47.376772,0.00038704638,30.216116,0,0
0.107,5.7980776e-16,47.376937,0.00038699939,30.215166,0,0
0.107,5.7929784e-16,47.376668,0.00038702863,30.217549,0,0
0.107,5.7948113e-16,47.376972,0.00038702977,30.217811,0,0
0.107,5.7951776e-16,47.376874,0.00038695293,30.215956,0,0
0.108,7.9959226e-16,47.370265,0.00039083222,30.189593,0,0
0.108,7.9912008e-16,47.370231,0.000390837,30.190658,0,0
0.108,7.9813958e-16,47.370375,0.00039079888,30.191238,0,0
0.108,7.9892862e-16,47.37083,0.00039068873,30.190845,0,0
0.108,7.9935287e-16,47.370473,0.00039078276,30.189273,0,0
0.108,7.9855865e-16,47.370427,0.00039079638,30.187516,0,0
0.108,7.9928698e-16,47.37082,0.00039070923,30.190092,0,0
0.108,7.9906191e-16,47.370335,0.00039081225,30.190944,0,0
0.108,7.9938411e-16,47.370389,0.00039079303,30.191252,0,0
0.108,7.9882729e-16,47.370201,0.00039082601,30.190784,0,0
0.108,7.9838452e-16,47.370671,0.00039073921,30.189304,0,0
0.108,7.9875128e-16,47.370786,0.00039071754,30.188267,0,0
0.108,7.9876318e-16,47.370749,0.00039072421,30.190382,0,0
0.108,7.9951405e-16,47.370625,0.00039074521,30.19126,0,0
0.108,7.9890467e-16,47.370183,0.0003908354,30.191119,0,0
0.108,7.9874096e-16,47.370459,0.00039077704,30.190337,0,0
0.108,7.9862771e-16,47.370738,0.00039072656,30.188238,0,0
0.108,7.9868201e-16,47.370721,0.00039073191,30.189212,0,0
0.108,7.9835808e-16,47.370778,0.00039071558,30.190919,0,0
0.108,7.9826064e-16,47.37074,0.00039071483,30.191342,0,0
0.108,7.9959226e-16,47.370265,0.00039083222,30.189593,0,0
0.108,7.9912008e-16,47.370231,0.000390837,30.190658,0,0
0.108,7.9813958e-16,47.370375,0.00039079888,30.191238,0,0
0.108,7.9892862e-16,47.37083,0.00039068873,30.190845,0,0
0.108,7.9935287e-16,47.370473,0.00039078276,30.189273,0,0
