"q","b1.min","b1.max","b2.min","b2.max","b3.min","b3.max"
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
0.9,4.097087,4.097087,0.19419541,0.19419541,9.0128833,9.0128833
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1,4.6140686,4.6140686,0.19419541,0.19419541,9.606123,9.606123
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.1,5.1366535,5.1366535,0.19419541,0.19419541,10.139831,10.139831
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.2,5.6641069,5.6641069,0.19419541,0.19419541,10.621824,10.621824
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.3,6.1958053,6.1958053,0.19419541,0.19419541,11.058733,11.058733
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
1.4,6.7312189,6.7312189,0.19419541,0.19419541,11.456189,11.456189
